0.0820504, 1.38489, 3.13468, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.08058, 309.508
0.0820504, 1.38489, 3.13468, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.08058, 309.508
0.0799028, 1.38478, -3.13682, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.08058, 309.508
0.078999, 1.38507, -3.13434, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.08058, 309.508
0.078999, 1.38507, -3.13434, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.08058, 309.508
0.080835, 1.38588, 3.14108, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.08058, 309.508
0.080835, 1.38588, 3.14108, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.08058, 309.508
0.0819287, 1.38627, 3.14015, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.08058, 309.508
0.0819287, 1.38627, 3.14015, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.08058, 309.508
0.0817213, 1.38686, 3.14099, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.08058, 309.508
0.0817213, 1.38686, 3.14099, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.08058, 309.508
0.0817213, 1.38686, 3.14099, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.08058, 309.508
0.0809522, 1.38696, 3.14146, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.08058, 309.508
0.0809514, 1.38756, 3.14046, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.08058, 309.508
0.0809514, 1.38756, 3.14046, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.08756, 309.508
0.0809514, 1.38756, 3.14046, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.10153, 309.508
0.0811242, 1.38666, 3.1404, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.10153, 309.508
0.0811242, 1.38666, 3.1404, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.10153, 309.508
0.0798815, 1.38685, -3.13498, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.10153, 309.508
0.0798815, 1.38685, -3.13498, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.10153, 309.508
0.0802402, 1.38716, 3.14159, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.10153, 309.508
0.0802402, 1.38716, 3.14159, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.10153, 309.508
0.0806968, 1.38658, -3.13744, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.10153, 309.508
0.0806968, 1.38658, -3.13744, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.10153, 309.508
0.0806968, 1.38658, -3.13744, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.10153, 309.508
0.0806434, 1.38684, -3.13873, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.10153, 309.508
0.0806434, 1.38684, -3.13873, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.10153, 309.508
0.0804489, 1.38724, -3.13991, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.10153, 309.508
0.0804489, 1.38724, -3.13991, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.10153, 309.508
0.0804489, 1.38724, -3.13991, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.10153, 309.508
0.0804489, 1.38724, -3.13991, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.10153, 309.508
0.0804489, 1.38724, -3.13991, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.10153, 309.508
0.0804489, 1.38724, -3.13991, 0.0804362, 1.38719, -3.08058, 0.0804362, 1.38719, -3.10153, 309.508
0.0804489, 1.38724, -3.13991, 0.0802353, 1.3872, -3.13653, 0.0802604, 1.3872, -3.1118, 309.446
0.0804328, 1.38745, -3.14041, 0.0796341, 1.38723, 3.06028, 0.0797846, 1.38723, 3.08501, 309.366
0.0804328, 1.38745, -3.14041, 0.080031, 1.38717, 2.92951, 0.0803301, 1.3872, 2.95424, 309.235
0.0761274, 1.38693, 3.07919, 0.0798376, 1.38723, 2.8039, 0.0801132, 1.38725, 2.82863, 309.059
0.0761274, 1.38693, 3.07919, 0.0800302, 1.38716, 2.59678, 0.0802384, 1.38715, 2.62151, 308.902
0.0743894, 1.38449, 2.72543, 0.0797053, 1.3874, 2.44291, 0.0798729, 1.38736, 2.46764, 308.748
0.0743894, 1.38449, 2.72543, 0.0794264, 1.38769, 2.28303, 0.0795229, 1.38757, 2.30775, 308.578
0.0737238, 1.38639, 2.3625, 0.0799257, 1.38706, 2.12327, 0.0799308, 1.38683, 2.14799, 308.429
0.0737238, 1.38639, 2.3625, 0.0796323, 1.38759, 1.99983, 0.0796007, 1.38729, 2.02455, 308.27
0.0742989, 1.38733, 2.00362, 0.0796427, 1.38759, 1.8925, 0.0795931, 1.38724, 1.91722, 308.112
0.0742989, 1.38733, 2.00362, 0.0796427, 1.38759, 1.8925, 0.0795931, 1.38724, 1.91722, 307.954
0.0742989, 1.38733, 2.00362, 0.0796052, 1.38759, 1.5164, 0.0795489, 1.38724, 1.54112, 307.806
0.0758462, 1.38592, 1.6543, 0.0796289, 1.38778, 1.3748, 0.0795555, 1.38732, 1.39952, 307.679
0.0758462, 1.38592, 1.6543, 0.0796835, 1.38798, 1.27784, 0.0795932, 1.38744, 1.30257, 307.583
0.0774559, 1.38604, 1.35196, 0.0796989, 1.38797, 1.20466, 0.0795768, 1.38734, 1.22938, 307.489
0.0774559, 1.38604, 1.35196, 0.0796192, 1.38779, 1.10667, 0.0794664, 1.38708, 1.13139, 307.401
0.0794421, 1.38585, 1.14927, 0.0797162, 1.38796, 1.02091, 0.0795278, 1.38719, 1.04564, 307.325
